rule_id,lifestyle,week_number,activity_id,session_variant,template_id,sets,reps,rest_seconds,recommended_variation_level,distance_km,distance_m,duration_min,interval_count,work_interval_sec,recovery_interval_sec,intensity,advance_if_completion_pct,progression_note
PR0199,moderate,7,strength,strength,STRENGTH_FULL_BODY,3,8,60,3,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0200,moderate,7,walking,primary,WALK_BRISK,,,,,4.5,,52,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0201,moderate,7,walking,secondary,WALK_INTERVAL,,,,,4.5,,52,7,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0202,moderate,7,running,primary,RUN_EASY,,,,,4.5,,39,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0203,moderate,7,running,secondary,RUN_INTERVAL,,,,,4.5,,39,7,75,75,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0204,moderate,7,cycling,primary,CYCLE_STEADY,,,,,15.6,,52,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0205,moderate,7,cycling,secondary,CYCLE_INTERVAL,,,,,15.6,,52,7,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0206,moderate,7,swimming,primary,SWIM_TECHNIQUE,,,,,,900,46,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0207,moderate,7,swimming,secondary,SWIM_INTERVAL,,,,,,900,46,7,,40,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0208,moderate,8,strength,strength,STRENGTH_FULL_BODY,3,10,60,3,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0209,moderate,8,walking,primary,WALK_BRISK,,,,,4.7,,54,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0210,moderate,8,walking,secondary,WALK_INTERVAL,,,,,4.7,,54,7,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0211,moderate,8,running,primary,RUN_EASY,,,,,4.7,,40,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0212,moderate,8,running,secondary,RUN_TEMPO,,,,,4.7,,40,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0213,moderate,8,cycling,primary,CYCLE_STEADY,,,,,16.2,,54,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0214,moderate,8,cycling,secondary,CYCLE_INTERVAL,,,,,16.2,,54,7,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0215,moderate,8,swimming,primary,SWIM_TECHNIQUE,,,,,,950,47,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0216,moderate,8,swimming,secondary,SWIM_INTERVAL,,,,,,950,47,7,,40,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0217,very_active,1,strength,strength,STRENGTH_FULL_BODY,3,10,60,2,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0218,very_active,1,walking,primary,WALK_EASY,,,,,5.0,,55,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0219,very_active,1,walking,secondary,WALK_INTERVAL,,,,,5.0,,55,8,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0220,very_active,1,running,primary,RUN_EASY,,,,,5.0,,40,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0221,very_active,1,running,secondary,RUN_INTERVAL,,,,,5.0,,40,8,90,60,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0222,very_active,1,cycling,primary,CYCLE_EASY,,,,,18.0,,55,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0223,very_active,1,cycling,secondary,CYCLE_INTERVAL,,,,,18.0,,55,8,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0224,very_active,1,swimming,primary,SWIM_EASY,,,,,,1000,45,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0225,very_active,1,swimming,secondary,SWIM_INTERVAL,,,,,,1000,45,8,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0226,very_active,2,strength,strength,STRENGTH_FULL_BODY,3,12,60,2,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0227,very_active,2,walking,primary,WALK_EASY,,,,,5.4,,59,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0228,very_active,2,walking,secondary,WALK_INTERVAL,,,,,5.4,,59,8,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0229,very_active,2,running,primary,RUN_EASY,,,,,5.4,,43,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0230,very_active,2,running,secondary,RUN_TEMPO,,,,,5.4,,43,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0231,very_active,2,cycling,primary,CYCLE_EASY,,,,,19.4,,59,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0232,very_active,2,cycling,secondary,CYCLE_INTERVAL,,,,,19.4,,59,8,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0233,very_active,2,swimming,primary,SWIM_EASY,,,,,,1075,49,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0234,very_active,2,swimming,secondary,SWIM_INTERVAL,,,,,,1075,49,8,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0235,very_active,3,strength,strength,STRENGTH_FULL_BODY,4,10,60,2,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0236,very_active,3,walking,primary,WALK_BRISK,,,,,5.8,,63,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0237,very_active,3,walking,secondary,WALK_INTERVAL,,,,,5.8,,63,8,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0238,very_active,3,running,primary,RUN_EASY,,,,,5.8,,46,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0239,very_active,3,running,secondary,RUN_INTERVAL,,,,,5.8,,46,8,90,60,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0240,very_active,3,cycling,primary,CYCLE_STEADY,,,,,20.7,,63,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0241,very_active,3,cycling,secondary,CYCLE_INTERVAL,,,,,20.7,,63,8,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0242,very_active,3,swimming,primary,SWIM_TECHNIQUE,,,,,,1150,52,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0243,very_active,3,swimming,secondary,SWIM_INTERVAL,,,,,,1150,52,8,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0244,very_active,4,strength,strength,STRENGTH_FULL_BODY,3,8,70,2,,,,,,,easy,80,Consolidation week: reduce volume and focus on technique.
PR0245,very_active,4,walking,primary,WALK_EASY,,,,,4.8,,52,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0246,very_active,4,walking,secondary,WALK_EASY,,,,,4.8,,52,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0247,very_active,4,running,primary,RUN_EASY,,,,,4.8,,38,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0248,very_active,4,running,secondary,RUN_EASY,,,,,4.8,,38,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0249,very_active,4,cycling,primary,CYCLE_EASY,,,,,17.1,,52,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0250,very_active,4,cycling,secondary,CYCLE_EASY,,,,,17.1,,52,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0251,very_active,4,swimming,primary,SWIM_TECHNIQUE,,,,,,950,43,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0252,very_active,4,swimming,secondary,SWIM_TECHNIQUE,,,,,,950,43,,,,easy,80,Consolidation week: lower total workload and prioritize recovery.
PR0253,very_active,5,strength,strength,STRENGTH_FULL_BODY,4,10,55,3,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0254,very_active,5,walking,primary,WALK_BRISK,,,,,5.8,,63,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0255,very_active,5,walking,secondary,WALK_INTERVAL,,,,,5.8,,63,8,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0256,very_active,5,running,primary,RUN_EASY,,,,,5.8,,46,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0257,very_active,5,running,secondary,RUN_INTERVAL,,,,,5.8,,46,8,90,60,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0258,very_active,5,cycling,primary,CYCLE_STEADY,,,,,20.7,,63,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0259,very_active,5,cycling,secondary,CYCLE_INTERVAL,,,,,20.7,,63,8,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0260,very_active,5,swimming,primary,SWIM_TECHNIQUE,,,,,,1150,52,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0261,very_active,5,swimming,secondary,SWIM_INTERVAL,,,,,,1150,52,8,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0262,very_active,6,strength,strength,STRENGTH_FULL_BODY,4,12,55,3,,,,,,,moderate,80,Progress only when the previous workload can be completed with controlled form.
PR0263,very_active,6,walking,primary,WALK_BRISK,,,,,6.1,,67,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0264,very_active,6,walking,secondary,WALK_INTERVAL,,,,,6.1,,67,8,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0265,very_active,6,running,primary,RUN_EASY,,,,,6.1,,49,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0266,very_active,6,running,secondary,RUN_TEMPO,,,,,6.1,,49,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0267,very_active,6,cycling,primary,CYCLE_STEADY,,,,,22.0,,67,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0268,very_active,6,cycling,secondary,CYCLE_INTERVAL,,,,,22.0,,67,8,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0269,very_active,6,swimming,primary,SWIM_TECHNIQUE,,,,,,1225,55,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0270,very_active,6,swimming,secondary,SWIM_INTERVAL,,,,,,1225,55,8,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0271,very_active,7,strength,strength,STRENGTH_FULL_BODY,4,10,50,3,,,,,,,moderate_hard,80,Progress only when the previous workload can be completed with controlled form.
PR0272,very_active,7,walking,primary,WALK_BRISK,,,,,6.5,,72,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0273,very_active,7,walking,secondary,WALK_INTERVAL,,,,,6.5,,72,9,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0274,very_active,7,running,primary,RUN_EASY,,,,,6.5,,52,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0275,very_active,7,running,secondary,RUN_INTERVAL,,,,,6.5,,52,9,90,60,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0276,very_active,7,cycling,primary,CYCLE_STEADY,,,,,23.4,,72,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0277,very_active,7,cycling,secondary,CYCLE_INTERVAL,,,,,23.4,,72,9,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0278,very_active,7,swimming,primary,SWIM_TECHNIQUE,,,,,,1300,58,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0279,very_active,7,swimming,secondary,SWIM_INTERVAL,,,,,,1300,58,9,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0280,very_active,8,strength,strength,STRENGTH_FULL_BODY,4,12,50,3,,,,,,,moderate_hard,80,Progress only when the previous workload can be completed with controlled form.
PR0281,very_active,8,walking,primary,WALK_BRISK,,,,,6.8,,74,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0282,very_active,8,walking,secondary,WALK_INTERVAL,,,,,6.8,,74,9,120,120,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0283,very_active,8,running,primary,RUN_EASY,,,,,6.8,,54,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0284,very_active,8,running,secondary,RUN_TEMPO,,,,,6.8,,54,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0285,very_active,8,cycling,primary,CYCLE_STEADY,,,,,24.3,,74,,,,moderate,80,Progress gradually while keeping the prescribed session controlled.
PR0286,very_active,8,cycling,secondary,CYCLE_INTERVAL,,,,,24.3,,74,9,90,120,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
PR0287,very_active,8,swimming,primary,SWIM_TECHNIQUE,,,,,,1350,61,,,,easy,80,Progress gradually while keeping the prescribed session controlled.
PR0288,very_active,8,swimming,secondary,SWIM_INTERVAL,,,,,,1350,61,9,,30,moderate_hard,80,Progress gradually while keeping the prescribed session controlled.
